date,time,sample_type,site_name,collector,field_label,field_notes,field_rep,photos_field,filterer,filter_start,filter_end,lab_label,filter_notes,preservative_ml,filter_box,EXTRACT
4/13/17,809,water-marine,Deepwater,Jimmy O'Donnell,143,~4m upstream near tide gauge,5,yes,Jimmy O'Donnell,1202,1215,407,,1,170413,
4/13/17,834,water-marine,Freshwater Pond,Jimmy O'Donnell,146,"smattering of points in between traps, closer to eastern trap (beaver slide)",1,yes,Jimmy O'Donnell,1204,1216,408,,1,170413,Y
4/13/17,835,water-marine,Freshwater Pond,Jimmy O'Donnell,141,"smattering of points in between traps, closer to eastern trap (beaver slide)",2,yes,Jimmy O'Donnell,1205,1215,409,,1,170413,Y
4/13/17,836,water-marine,Freshwater Pond,Jimmy O'Donnell,105,"smattering of points in between traps, closer to eastern trap (beaver slide)",3,yes,Jimmy O'Donnell,1221,1230,410,,1,170413,Y
4/13/17,837,water-marine,Freshwater Pond,Jimmy O'Donnell,112,"smattering of points in between traps, closer to eastern trap (beaver slide)",4,yes,Jimmy O'Donnell,1221,1233,411,,1,170413,Y
4/13/17,839,water-marine,Freshwater Pond,Jimmy O'Donnell,114,"smattering of points in between traps, closer to eastern trap (beaver slide)",5,yes,Jimmy O'Donnell,1221,1234,412,,1,170413,
4/14/17,831,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,126,"1st furthest upstream, west bank between two big stumps",1,yes,"Jimmy O'Donnell, Abi Wells",1038,1126,414,,1,170413,Y
4/14/17,833,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,111,"2nd furthest upstream, west bank between two big stumps",2,yes,"Jimmy O'Donnell, Abi Wells",1038,1124,415,,1,170413,Y
4/14/17,834,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,109,"3rd furthest upstream, west bank between two big stumps",3,yes,"Jimmy O'Donnell, Abi Wells",1038,1124,416,,1,170413,Y
4/14/17,835,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,122,"4th furthest upstream, west bank between two big stumps",4,yes,"Jimmy O'Donnell, Abi Wells",1039,1222,417,,1,170413,Y
4/14/17,836,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,136,"5th furthest upstream, west bank between two big stumps",5,yes,"Jimmy O'Donnell, Abi Wells",1039,1117,418,,1,170413,
4/14/17,838,water-deionized,Browns Slough Diked Side,Jimmy O'Donnell,Clear -- No label,,1,yes,Jimmy O'Donnell,1039,1045,419,,1,170413,
4/17/17,951,water-marine,Turners Spit N,Abi Wells,121,bottle not filled to brim,1,no,Jimmy O'Donnell,1631,1636,420,,1,170413,
4/17/17,953,water-marine,Turners Spit N,Abi Wells,108,bottle not filled to brim,2,no,Jimmy O'Donnell,1631,1636,421,,1,170413,
4/17/17,954,water-marine,Turners Spit N,Abi Wells,124,bottle might not have filled completely,3,no,Jimmy O'Donnell,1631,1637,422,,1,170413,
4/17/17,955,water-marine,Turners Spit N,Abi Wells,102,bottle might not have filled completely,4,no,Abi Wells,1632,1638,423,,1,170413,
4/17/17,956,water-marine,Turners Spit N,Abi Wells,132,bottle might not have filled completely,5,no,Abi Wells,1632,1638,424,,1,170413,
4/17/17,1114,water-marine,Dugualla Bluff,Abi Wells,103,bottle might not have filled completely,1,no,Abi Wells,1632,1638,425,,1,170413,
4/17/17,1115,water-marine,Dugualla Bluff,Abi Wells,139,bottle might not have filled completely,2,no,Jimmy O'Donnell,1639,1644,426,,1,170413,
4/17/17,1116,water-marine,Dugualla Bluff,Abi Wells,131,bottle might not have filled completely,3,no,Jimmy O'Donnell,1639,1644,427,,1,170413,
4/17/17,1117,water-marine,Dugualla Bluff,Abi Wells,107,bottle might not have filled completely,4,no,Jimmy O'Donnell,1639,1645,428,,1,170413,
4/17/17,1119,water-marine,Dugualla Bluff,Abi Wells,113,bottle might not have filled completely,5,no,Abi Wells,1642,1646,429,,1,170413,
4/17/17,115400,water-marine,Hoypus,Abi Wells,145,bottle might not have filled completely,1,no,Abi Wells,1642,1647,430,,1,170413,
4/17/17,115430,water-marine,Hoypus,Abi Wells,135,bottle might not have filled completely,2,no,Abi Wells,1642,1647,431,,1,170413,
4/17/17,115500,water-marine,Hoypus,Abi Wells,104,bottle might not have filled completely,3,no,Gary Longo,1650,1655,433,,1,170413,
4/17/17,115600,water-marine,Hoypus,Abi Wells,149,bottle might not have filled completely,4,no,Gary Longo,1650,1655,434,,1,170413,
4/17/17,115630,water-marine,Hoypus,Abi Wells,116,bottle might not have filled completely,5,no,Gary Longo,1650,1655,432,,1,170413,
4/17/17,1330,water-marine,Lone Tree Point,Jimmy O'Donnell,118,,1,no,Abi Wells,1653,1659,435,,1,170413,
4/17/17,1331,water-marine,Lone Tree Point,Jimmy O'Donnell,130,,2,no,Abi Wells,1653,1659,436,,1,170413,
4/17/17,1332,water-marine,Lone Tree Point,Jimmy O'Donnell,123,,3,no,Abi Wells,1653,1659,437,,1,170413,
4/17/17,133230,water-marine,Lone Tree Point,Jimmy O'Donnell,128,,4,no,Jimmy O'Donnell,1659,1710,438,,1,170413,
4/17/17,1333,water-marine,Lone Tree Point,Jimmy O'Donnell,120,,5,no,Jimmy O'Donnell,1659,1710,439,,1,170413,
4/17/17,1157,water-deionized,Hoypus,Abi Wells,DIH2O1,,1,no,Jimmy O'Donnell,1659,1704,440,,1,170413,
4/18/17,1031,water-marine,Random - Waypoint0333,Jimmy O'Donnell,140,,1,no,Jimmy O'Donnell,1419,1426,441,,1,170413,
4/18/17,1032,water-marine,Random - Waypoint0333,Jimmy O'Donnell,106,,2,no,Jimmy O'Donnell,1419,1426,442,,1,170413,
4/18/17,1033,water-marine,Random - Waypoint0333,Jimmy O'Donnell,150,,3,no,Jimmy O'Donnell,1419,1426,443,,1,170413,
4/18/17,103330,water-marine,Random - Waypoint0333,Jimmy O'Donnell,134,,4,no,Abi Wells,1421,1427,445,,1,170413,
4/18/17,1034,water-marine,Random - Waypoint0333,Jimmy O'Donnell,101,,5,no,Abi Wells,1421,1427,444,,1,170413,
4/18/17,1107,water-marine,Strawberry Point North,Jimmy O'Donnell,115,mesh removed for remaining ~300mL,1,no,Abi Wells,1421,1427,446,,1,170413,
4/18/17,1109,water-marine,Strawberry Point North,Jimmy O'Donnell,144,,2,no,Jimmy O'Donnell,1429,1435,447,,1,170413,
4/18/17,1111,water-marine,Strawberry Point North,Jimmy O'Donnell,147,mesh fell off,3,no,Jimmy O'Donnell,1429,1435,448,,1,170413,
4/18/17,1113,water-marine,Strawberry Point North,Jimmy O'Donnell,148,,4,no,Jimmy O'Donnell,1429,1435,449,,1,170413,
4/18/17,1114,water-marine,Strawberry Point North,Jimmy O'Donnell,127,,5,no,Abi Wells,1430,1436,450,,1,170413,
4/18/17,1137,water-marine,Goat Island,Jimmy O'Donnell,105,no corresponding survey,1,no,Abi Wells,1430,1436,451,,1,170413,
4/18/17,113730,water-marine,Goat Island,Jimmy O'Donnell,119,no corresponding survey,2,no,Abi Wells,1430,1436,452,,1,170413,
4/18/17,1138,water-marine,Goat Island,Jimmy O'Donnell,112,no corresponding survey,3,no,Gary Longo,1438,1444,453,,1,170413,
4/18/17,113830,water-marine,Goat Island,Jimmy O'Donnell,138,no corresponding survey,4,no,Gary Longo,1438,1445,454,,1,170413,
4/18/17,1139,water-marine,Goat Island,Jimmy O'Donnell,143,no corresponding survey,5,no,Gary Longo,1438,1445,455,,1,170413,
4/18/17,113930,water-deionized,Goat Island,Jimmy O'Donnell,DIH2O2,,1,no,Abi Wells,1438,1441,456,,1,170413,
4/18/17,1439,water-aquarium,Aquarium323,Jimmy O'Donnell,Clear -- No label,survey id: Aquarium323-1704181439,1,no,Abi Wells,1440,1444,457,,1,170413,
5/16/17,850,water-marine,Turners Spit N,Jimmy O'Donnell,130,,1,no,Jimmy O'Donnell,1614,1711,458,,1,170516,
5/16/17,85030,water-marine,Turners Spit N,Jimmy O'Donnell,136,,2,no,Jimmy O'Donnell,1614,,459,,1,170516,
5/16/17,851,water-marine,Turners Spit N,Jimmy O'Donnell,131,,3,no,Jimmy O'Donnell,1624,1740,460,,1,170516,
5/16/17,85130,water-marine,Turners Spit N,Jimmy O'Donnell,135,,4,no,Jimmy O'Donnell,1624,1735,461,,1,170516,
5/16/17,937,water-marine,Dugualla Bluff,Jimmy O'Donnell,126,,1,yes,Jimmy O'Donnell,1624,1634,462,,1,170516,
5/16/17,93730,water-marine,Dugualla Bluff,Jimmy O'Donnell,109,,2,yes,Jimmy O'Donnell,1627,1636,463,,1,170516,
5/16/17,938,water-marine,Dugualla Bluff,Jimmy O'Donnell,103,,3,yes,Jimmy O'Donnell,1639,1648,464,,1,170516,
5/16/17,93830,water-marine,Dugualla Bluff,Jimmy O'Donnell,145,,4,yes,Jimmy O'Donnell,1639,1649,465,,1,170516,
5/16/17,1047,water-marine,Mariners Bluff,Jimmy O'Donnell,123,,1,yes,Jimmy O'Donnell,1650,1659,466,,1,170516,
5/16/17,1048,water-marine,Mariners Bluff,Jimmy O'Donnell,151,,2,yes,Jimmy O'Donnell,1650,1659,467,,1,170516,
5/16/17,1049,water-marine,Mariners Bluff,Jimmy O'Donnell,128,,3,yes,Jimmy O'Donnell,1701,1708,468,,1,170516,
5/16/17,1050,water-marine,Mariners Bluff,Jimmy O'Donnell,148,,4,yes,Jimmy O'Donnell,1701,1708,469,,1,170516,
5/16/17,1249,water-marine,Brown Point,Jimmy O'Donnell,102,,1,yes,Jimmy O'Donnell,1710,1720,470,,1,170516,
5/16/17,1251,water-marine,Brown Point,Jimmy O'Donnell,143,,2,yes,Jimmy O'Donnell,1710,1720,471,,1,170516,
5/16/17,125130,water-marine,Brown Point,Jimmy O'Donnell,147,,3,yes,Jimmy O'Donnell,1712,1727,472,,1,170516,
5/16/17,1252,water-marine,Brown Point,Jimmy O'Donnell,104,,4,yes,Jimmy O'Donnell,1722,1734,473,,1,170516,
5/16/17,1307,water-marine,Strawberry Point North,Jimmy O'Donnell,139,no corresponding survey,1,no,Jimmy O'Donnell,1722,1735,474,,1,170516,
5/16/17,1308,water-marine,Strawberry Point North,Jimmy O'Donnell,113,no corresponding survey,2,no,Jimmy O'Donnell,1727,,475,,1,170516,
5/16/17,1309,water-marine,Strawberry Point North,Jimmy O'Donnell,115,no corresponding survey,3,no,Jimmy O'Donnell,1729,,476,,1,170516,
5/16/17,1310,water-marine,Strawberry Point North,Jimmy O'Donnell,DIH2O2,no corresponding survey; not a control - emptied bottle to collect sample,4,no,Jimmy O'Donnell,1735,1746,477,,1,170516,
5/16/17,1328,water-marine,Lone Tree Point,Jimmy O'Donnell,111,no corresponding survey; bottle used to collect water at Turner Spit earlier in the day; emptied and rinsed in water at this site before collected sample,1,no,Jimmy O'Donnell,1614,1625,478,,1,170516,
5/16/17,1329,water-marine,Lone Tree Point,Jimmy O'Donnell,Big Bag 1 > D150,no corresponding survey; DNA-free bag used to hold bottles; flushed with water several times before filling with water at site,2,no,Jimmy O'Donnell,1614,1620,479,,1,170516,
5/16/17,1330,water-marine,Lone Tree Point,Jimmy O'Donnell,Big Bag 2 > D125,no corresponding survey; DNA-free bag used to hold bottles; flushed with water several times before filling with water at site,3,no,Jimmy O'Donnell,1614,1620,480,,1,170516,
5/16/17,1332,water-marine,Lone Tree Point,Jimmy O'Donnell,Little Bag > NoLabel,no corresponding survey; DNA-free bag used to hold caps; flushed with water several times before filling with water at site,4,no,Jimmy O'Donnell,1614,1620,481,,1,170516,
5/17/17,807,water-marine,Goat Island,,149,,1,no,Jimmy O'Donnell,1538,1545,482,,1,170516,
5/17/17,80730,water-marine,Goat Island,,112,,2,no,Jimmy O'Donnell,1538,1545,483,,1,170516,
5/17/17,808,water-marine,Goat Island,,134,,3,no,Jimmy O'Donnell,1538,1546,484,,1,170516,
5/17/17,80830,water-marine,Goat Island,,119,,4,no,Jimmy O'Donnell,1539,1547,485,,1,170516,
5/17/17,809,water-marine,Goat Island,,144,,5,no,Jimmy O'Donnell,1539,1545,486,,1,170516,
5/17/17,1112,water-marine,Strawberry Point North,,150,,1,no,Jimmy O'Donnell,1539,,487,,1,170516,
5/17/17,111230,water-marine,Strawberry Point North,,106,,2,no,Jimmy O'Donnell,1550,1556,488,,1,170516,
5/17/17,1113,water-marine,Strawberry Point North,,127,,3,no,Jimmy O'Donnell,1550,1558,489,,1,170516,
5/17/17,1114,water-marine,Strawberry Point North,,138,,4,no,Jimmy O'Donnell,1550,1557,490,,1,170516,
5/17/17,1115,water-marine,Strawberry Point North,,116,,5,no,Abi Wells,1551,1557,491,,1,170516,
5/17/17,1224,water-marine,Hoypus,,122,lots of smelt,1,no,Abi Wells,1551,1555,492,,1,170516,
5/17/17,122430,water-marine,Hoypus,,121,lots of smelt,2,no,Abi Wells,1551,1555,493,,1,170516,
5/17/17,1225,water-marine,Hoypus,,118,lots of smelt,3,no,Jimmy O'Donnell,1600,1606,494,,1,170516,
5/17/17,1226,water-marine,Hoypus,,132,lots of smelt,4,no,Jimmy O'Donnell,1600,1606,495,,1,170516,
5/17/17,122630,water-marine,Hoypus,,120,lots of smelt,5,no,Jimmy O'Donnell,1600,1606,496,,1,170516,
5/17/17,1239,water-marine,Lone Tree Point,,140,~ 1hr before SRSC,1,no,Abi Wells,1600,1606,497,,1,170516,
5/17/17,1240,water-marine,Lone Tree Point,,108,~ 1hr before SRSC,2,no,Abi Wells,1600,1606,498,,1,170516,
5/17/17,124030,water-marine,Lone Tree Point,,124,~ 1hr before SRSC,3,no,Abi Wells,1600,1606,499,,1,170516,
5/17/17,1241,water-marine,Lone Tree Point,,101,~ 1hr before SRSC,4,no,Jimmy O'Donnell,1609,1616,500,,1,170516,
5/17/17,1242,water-marine,Lone Tree Point,,107,~ 1hr before SRSC,5,no,Jimmy O'Donnell,1609,1616,501,,1,170516,
5/17/17,1227,water-deionized,,,DIH2O1,,1,no,Jimmy O'Donnell,1609,1614,502,,1,170516,
5/30/17,900,water-marine,Ika Upper,Jimmy O'Donnell,136,,1,no,Jimmy O'Donnell,1148,1204,503,,1,170516,Y
5/30/17,902,water-marine,Ika Upper,Jimmy O'Donnell,109,,2,no,Jimmy O'Donnell,1148,,504,,1,170516,Y
5/30/17,901,water-marine,Ika Upper,Jimmy O'Donnell,148,,3,no,Jimmy O'Donnell,1207,1226,505,,1,170516,Y
5/30/17,903,water-marine,Ika Upper,Jimmy O'Donnell,145,,4,no,Jimmy O'Donnell,1207,1230,506,,1,170516,Y
5/30/17,904,water-marine,Ika Upper,Jimmy O'Donnell,130,,5,no,Jimmy O'Donnell,1207,1226,507,,1,170516,
5/30/17,905,water-deionized,Ika Upper,Jimmy O'Donnell,DIH2O1,,1,no,Jimmy O'Donnell,1222,1228,523,,1,170516,
5/30/17,914,water-marine,Ika Lower,Jimmy O'Donnell,102,,1,no,Jimmy O'Donnell,1210,1221,508,very small fly in the sample picked out with clean forceps,1,170516,Y
5/30/17,915,water-marine,Ika Lower,Jimmy O'Donnell,115,,2,no,Jimmy O'Donnell,1210,1226,509,filter fell face-down on clean lab bench,1,170516,Y
5/30/17,916,water-marine,Ika Lower,Jimmy O'Donnell,131,,3,no,Jimmy O'Donnell,1210,1228,510,,1,170516,Y
5/30/17,917,water-marine,Ika Lower,Jimmy O'Donnell,147,,4,no,Jimmy O'Donnell,1229,1251,511,,1,170516,Y
5/30/17,918,water-marine,Ika Lower,Jimmy O'Donnell,111,,5,no,Jimmy O'Donnell,1229,1251,512,,1,170516,
5/30/17,856,water-marine,Cattail,Abi Wells,114,,1,no,Jimmy O'Donnell,1126,1141,513,,1,170516,Y
5/30/17,857,water-marine,Cattail,Abi Wells,142,,2,no,Jimmy O'Donnell,1126,1142,514,,1,170516,Y
5/30/17,858,water-marine,Cattail,Abi Wells,117,,3,no,Jimmy O'Donnell,1126,1142,515,,1,170516,Y
5/30/17,859,water-marine,Cattail,Abi Wells,137,,4,no,Jimmy O'Donnell,1127,1144,516,,1,170516,Y
5/30/17,900,water-marine,Cattail,Abi Wells,110,,5,no,Jimmy O'Donnell,1127,1144,517,,1,170516,
5/30/17,917,water-marine,Grain of Sand,Abi Wells,129,,1,no,Jimmy O'Donnell,1127,,518,,1,170516,Y
5/30/17,919,water-marine,Grain of Sand,Abi Wells,125,,2,no,Jimmy O'Donnell,1144,1200,519,,1,170516,Y
5/30/17,920,water-marine,Grain of Sand,Abi Wells,146,,3,no,Jimmy O'Donnell,1144,1202,520,,1,170516,Y
5/30/17,921,water-marine,Grain of Sand,Abi Wells,141,,4,no,Jimmy O'Donnell,1144,1200,521,,1,170516,Y
5/30/17,922,water-marine,Grain of Sand,Abi Wells,133,,5,no,Jimmy O'Donnell,1148,1204,522,,1,170516,
5/30/17,923,water-deionized,Grain of Sand,Abi Wells,DIH2O2,,1,no,Jimmy O'Donnell,1227,1233,524,,1,170516,
5/31/17,831,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,123,taken near pole on west side of ramp,1,yes,Jimmy O'Donnell,1154,1210,525,,1,,
5/31/17,832,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,139,taken near pole on west side of ramp,2,yes,Jimmy O'Donnell,1154,1208,526,,1,,
5/31/17,833,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,118,taken near pole on west side of ramp,3,yes,Jimmy O'Donnell,1154,1212,527,,1,,
5/31/17,834,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,113,taken near pole on west side of ramp,4,yes,Jimmy O'Donnell,1154,1211,529,,1,,
5/31/17,835,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,112,taken near pole on west side of ramp,5,yes,Jimmy O'Donnell,1154,1212,528,,1,,
5/31/17,945,water-deionized,Wylie Boat Ramp,Jimmy O'Donnell,nolabel-clear,,1,yes,Jimmy O'Donnell,1239,1244,546,,1,,
5/31/17,902,water-marine,Freshwater Pond,Jimmy O'Donnell,126,collected near stump near beaver slide exit,1,yes,Jimmy O'Donnell,1216,1307,530,at room temp for 20 min after filtering,1,,Y
5/31/17,903,water-marine,Freshwater Pond,Jimmy O'Donnell,104,collected near stump near beaver slide exit,2,yes,Jimmy O'Donnell,1216,1302,531,,1,,Y
5/31/17,904,water-marine,Freshwater Pond,Jimmy O'Donnell,127,collected near stump near beaver slide exit,3,yes,Jimmy O'Donnell,1246,1334,532,,1,,Y
5/31/17,905,water-marine,Freshwater Pond,Jimmy O'Donnell,150,collected near stump near beaver slide exit,4,yes,Jimmy O'Donnell,1246,1336,533,,1,,Y
5/31/17,906,water-marine,Freshwater Pond,Jimmy O'Donnell,134,collected near stump near beaver slide exit,5,yes,Jimmy O'Donnell,1246,1331,534,,1,,
5/31/17,907,water-deionized,Freshwater Pond,Jimmy O'Donnell,nolabel-clear,submerged closed bottle at sample site then left open for about one minute,1,yes,Jimmy O'Donnell,1239,1244,545,,1,,
5/31/17,922,water-marine,Deepwater,Jimmy O'Donnell,107,,1,yes,Jimmy O'Donnell,1250,1308,535,at room temp for 20 min after filtering,1,,Y
5/31/17,923,water-marine,Deepwater,Jimmy O'Donnell,128,,2,yes,Jimmy O'Donnell,1305,1326,536,,1,,Y
5/31/17,924,water-marine,Deepwater,Jimmy O'Donnell,121,,3,yes,Jimmy O'Donnell,1310,1325,537,,1,,Y
5/31/17,925,water-marine,Deepwater,Jimmy O'Donnell,132,,4,yes,Jimmy O'Donnell,1310,1325,538,,1,,Y
5/31/17,926,water-marine,Deepwater,Jimmy O'Donnell,149,,5,yes,Jimmy O'Donnell,1327,1344,539,,1,,
5/31/17,914,water-marine,Tom Moore,Correigh Greene,143,,1,yes,Jimmy O'Donnell,1154,1211,540,,1,,Y
5/31/17,915,water-marine,Tom Moore,Correigh Greene,103,,2,yes,Jimmy O'Donnell,1209,1235,541,,1,,Y
5/31/17,916,water-marine,Tom Moore,Correigh Greene,144,,3,yes,Jimmy O'Donnell,1213,1238,542,,1,,Y
5/31/17,917,water-marine,Tom Moore,Correigh Greene,151,,4,yes,Jimmy O'Donnell,1213,1242,543,,1,,Y
5/31/17,919,water-marine,Tom Moore,Correigh Greene,119,,5,yes,Jimmy O'Donnell,1213,1248,544,,1,,
6/19/17,93500,water-marine,Strawberry Point North,Ole Shelton,111,,1,no,Ole Shelton,,,566,,1,170619,
6/19/17,93530,water-marine,Strawberry Point North,Ole Shelton,121,,2,no,Ole Shelton,,,567,,1,170619,
6/19/17,936,water-marine,Strawberry Point North,Ole Shelton,132,,3,no,Ole Shelton,,,547,,1,170619,
6/19/17,938,water-marine,Strawberry Point North,Ole Shelton,107,,4,no,Ole Shelton,,,548,,1,170619,
6/19/17,939,water-marine,Strawberry Point North,Ole Shelton,149,,5,no,Ole Shelton,,,549,,1,170619,
6/19/17,940,water-deionized,Strawberry Point North,Ole Shelton,C101,opened and closed,1,no,Ole Shelton,,,550,,1,170619,
6/19/17,105800,water-marine,Brown Point,Ole Shelton,104,,1,no,Ole Shelton,,,551,,1,170619,
6/19/17,105830,water-marine,Brown Point,Ole Shelton,126,,2,no,Ole Shelton,,,552,,1,170619,
6/19/17,1055,water-marine,Brown Point,Ole Shelton,128,,3,no,Ole Shelton,,,563,,1,170619,
6/19/17,1100,water-marine,Brown Point,Ole Shelton,134,,4,no,Ole Shelton,,,554,,1,170619,
6/19/17,1101,water-marine,Brown Point,Ole Shelton,127,,5,no,Ole Shelton,,,555,,1,170619,
6/19/17,1215,water-marine,Mariners Bluff,Ole Shelton,138,,1,no,Ole Shelton,,,556,,1,170619,
6/19/17,1216,water-marine,Mariners Bluff,Ole Shelton,140,,2,no,Ole Shelton,,,557,,1,170619,
6/19/17,1217,water-marine,Mariners Bluff,Ole Shelton,116,,3,no,Ole Shelton,,,558,,1,170619,
6/19/17,1218,water-marine,Mariners Bluff,Ole Shelton,101,,4,no,Ole Shelton,,,559,,1,170619,
6/19/17,1219,water-marine,Mariners Bluff,Ole Shelton,122,,5,no,Ole Shelton,,,560,,1,170619,
6/19/17,1243,water-marine,Goat Island,Ole Shelton,120,no corresponding survey,1,no,Ole Shelton,,,561,,1,170619,
6/19/17,1244,water-marine,Goat Island,Ole Shelton,124,no corresponding survey,2,no,Ole Shelton,,,562,,1,170619,
6/19/17,1245,water-marine,Goat Island,Ole Shelton,106,no corresponding survey,3,no,Ole Shelton,,,553,,1,170619,
6/19/17,1246,water-marine,Goat Island,Ole Shelton,135,no corresponding survey,4,no,Ole Shelton,,,564,,1,170619,
6/19/17,1247,water-marine,Goat Island,Ole Shelton,108,no corresponding survey,5,no,Ole Shelton,,,565,,1,170619,
6/21/17,944,water-marine,Hoypus,Jimmy O'Donnell,129,,1,yes,Jimmy O'Donnell,1649,1655,568,,1,170619,
6/21/17,94430,water-marine,Hoypus,Jimmy O'Donnell,141,,2,yes,Jimmy O'Donnell,1649,1655,569,,1,170619,
6/21/17,945,water-marine,Hoypus,Jimmy O'Donnell,150,,3,yes,Jimmy O'Donnell,1649,1655,570,,1,170619,
6/21/17,946,water-marine,Hoypus,Jimmy O'Donnell,151,,4,yes,Jimmy O'Donnell,1650,1655,571,,1,170619,
6/21/17,948,water-deionized,Hoypus,Jimmy O'Donnell,C102,opened for 1 minute then closed and dipped in seawater,1,yes,Jimmy O'Donnell,1650,1655,572,,1,170619,
6/21/17,1150,water-marine,Lone Tree Point,Jimmy O'Donnell,DIH2O2,,1,yes,Jimmy O'Donnell,1650,1700,573,,1,170619,
6/21/17,1151,water-marine,Lone Tree Point,Jimmy O'Donnell,113,,2,yes,Jimmy O'Donnell,1701,1711,574,,1,170619,
6/21/17,115130,water-marine,Lone Tree Point,Jimmy O'Donnell,115,,3,yes,Jimmy O'Donnell,1701,1710,575,,1,170619,
6/21/17,1152,water-marine,Lone Tree Point,Jimmy O'Donnell,142,,4,yes,Jimmy O'Donnell,1701,1711,576,,1,170619,
6/21/17,1311,water-marine,Goat Island,Jimmy O'Donnell,DIH2O1,,1,yes,Jimmy O'Donnell,1704,1711,577,,1,170619,
6/21/17,1312,water-marine,Goat Island,Jimmy O'Donnell,unlabeled,,2,yes,Jimmy O'Donnell,1704,1712,578,,1,170619,
6/21/17,1313,water-marine,Goat Island,Jimmy O'Donnell,133,,3,yes,Jimmy O'Donnell,1704,1716,579,,1,170619,
6/21/17,1313,water-marine,Goat Island,Jimmy O'Donnell,112,,4,yes,Jimmy O'Donnell,1715,1730,580,,1,170619,
6/21/17,1328,water-marine,Dugualla Bluff,Jimmy O'Donnell,118,no corresponding survey,1,yes,Jimmy O'Donnell,1715,1733,581,,1,170619,
6/21/17,1329,water-marine,Dugualla Bluff,Jimmy O'Donnell,136,no corresponding survey,2,yes,Jimmy O'Donnell,1715,1735,582,,1,170619,
6/21/17,1330,water-marine,Dugualla Bluff,Jimmy O'Donnell,125,no corresponding survey,3,yes,Jimmy O'Donnell,1718,1733,583,,1,170619,
6/21/17,1331,water-marine,Dugualla Bluff,Jimmy O'Donnell,114,no corresponding survey,4,yes,Jimmy O'Donnell,1718,,584,,1,170619,
6/21/17,1349,water-marine,Turners Spit N,Jimmy O'Donnell,119,collected before seine,1,yes,Jimmy O'Donnell,1718,1741,585,,1,170619,
6/21/17,1350,water-marine,Turners Spit N,Jimmy O'Donnell,103,collected before seine,2,yes,Jimmy O'Donnell,1731,1758,586,,1,170619,
6/21/17,1351,water-marine,Turners Spit N,Jimmy O'Donnell,123,collected before seine,3,yes,Jimmy O'Donnell,1734,1748,587,,1,170619,
6/21/17,1352,water-marine,Turners Spit N,Jimmy O'Donnell,144,collected before seine,4,yes,Jimmy O'Donnell,1734,1748,588,,1,170619,